metric_id,pilar,nama_metrik,satuan,target_kepatuhan_persen
METRIC-1525,Social,Pelatihan Karyawan (Jam) (Sub-1525),Persentase / Jam / Tingkat Kasus,80.04
METRIC-1526,Governance,Audit Keamanan Siber (Sub-1526),Skor Indeks / Persentase / Sertifikasi,81.37
METRIC-1527,Environmental,Pengelolaan Limbah B3 (Sub-1527),Ton CO2e / M3 / MWh,98.02
METRIC-1528,Governance,Sertifikasi Anti-Korupsi (Sub-1528),Skor Indeks / Persentase / Sertifikasi,76.39
METRIC-1529,Social,Rasio Kesetaraan Gender (Sub-1529),Persentase / Jam / Tingkat Kasus,73.11
METRIC-1530,Social,Turnover Karyawan (Sub-1530),Persentase / Jam / Tingkat Kasus,80.3
METRIC-1531,Environmental,Efisiensi Energi (Sub-1531),Ton CO2e / M3 / MWh,92.38
METRIC-1532,Social,Pelatihan Karyawan (Jam) (Sub-1532),Persentase / Jam / Tingkat Kasus,88.78
METRIC-1533,Governance,Audit Keamanan Siber (Sub-1533),Skor Indeks / Persentase / Sertifikasi,82.47
METRIC-1534,Governance,Sertifikasi Anti-Korupsi (Sub-1534),Skor Indeks / Persentase / Sertifikasi,98.94
METRIC-1535,Governance,Rasio Gaji Eksekutif (Sub-1535),Skor Indeks / Persentase / Sertifikasi,92.05
METRIC-1536,Governance,Transparansi Pajak (Sub-1536),Skor Indeks / Persentase / Sertifikasi,71.86
METRIC-1537,Environmental,Intensitas Karbon (Sub-1537),Ton CO2e / M3 / MWh,92.34
METRIC-1538,Governance,Independensi Dewan Komisaris (Sub-1538),Skor Indeks / Persentase / Sertifikasi,70.72
METRIC-1539,Environmental,Efisiensi Energi (Sub-1539),Ton CO2e / M3 / MWh,89.51
METRIC-1540,Governance,Transparansi Pajak (Sub-1540),Skor Indeks / Persentase / Sertifikasi,76.31
METRIC-1541,Environmental,Emisi GRK Scope 1 (Sub-1541),Ton CO2e / M3 / MWh,90.89
METRIC-1542,Governance,Independensi Dewan Komisaris (Sub-1542),Skor Indeks / Persentase / Sertifikasi,79.29
METRIC-1543,Governance,Rasio Gaji Eksekutif (Sub-1543),Skor Indeks / Persentase / Sertifikasi,96.19
METRIC-1544,Environmental,Konsumsi Air Bersih (Sub-1544),Ton CO2e / M3 / MWh,80.11
METRIC-1545,Social,Turnover Karyawan (Sub-1545),Persentase / Jam / Tingkat Kasus,88.59
METRIC-1546,Social,Tingkat Kecelakaan Kerja (Sub-1546),Persentase / Jam / Tingkat Kasus,78.58
METRIC-1547,Social,Tingkat Kecelakaan Kerja (Sub-1547),Persentase / Jam / Tingkat Kasus,97.52
METRIC-1548,Environmental,Emisi GRK Scope 1 (Sub-1548),Ton CO2e / M3 / MWh,93.43
METRIC-1549,Social,Hubungan Komunitas Lokal (Sub-1549),Persentase / Jam / Tingkat Kasus,77.3
METRIC-1550,Social,Hubungan Komunitas Lokal (Sub-1550),Persentase / Jam / Tingkat Kasus,98.46
METRIC-1551,Environmental,Konsumsi Air Bersih (Sub-1551),Ton CO2e / M3 / MWh,80.71
METRIC-1552,Social,Tingkat Kecelakaan Kerja (Sub-1552),Persentase / Jam / Tingkat Kasus,89.56
METRIC-1553,Social,Pelatihan Karyawan (Jam) (Sub-1553),Persentase / Jam / Tingkat Kasus,92.29
METRIC-1554,Social,Rasio Kesetaraan Gender (Sub-1554),Persentase / Jam / Tingkat Kasus,70.69
METRIC-1555,Environmental,Intensitas Karbon (Sub-1555),Ton CO2e / M3 / MWh,98.77
METRIC-1556,Environmental,Intensitas Karbon (Sub-1556),Ton CO2e / M3 / MWh,80.33
METRIC-1557,Social,Hubungan Komunitas Lokal (Sub-1557),Persentase / Jam / Tingkat Kasus,75.69
METRIC-1558,Social,Rasio Kesetaraan Gender (Sub-1558),Persentase / Jam / Tingkat Kasus,95.52
METRIC-1559,Environmental,Pengelolaan Limbah B3 (Sub-1559),Ton CO2e / M3 / MWh,91.09
METRIC-1560,Social,Turnover Karyawan (Sub-1560),Persentase / Jam / Tingkat Kasus,72.6
METRIC-1561,Environmental,Konsumsi Air Bersih (Sub-1561),Ton CO2e / M3 / MWh,73.51
METRIC-1562,Social,Rasio Kesetaraan Gender (Sub-1562),Persentase / Jam / Tingkat Kasus,91.46
METRIC-1563,Environmental,Emisi GRK Scope 1 (Sub-1563),Ton CO2e / M3 / MWh,72.24
METRIC-1564,Governance,Sertifikasi Anti-Korupsi (Sub-1564),Skor Indeks / Persentase / Sertifikasi,97.52
METRIC-1565,Governance,Transparansi Pajak (Sub-1565),Skor Indeks / Persentase / Sertifikasi,92.25
METRIC-1566,Environmental,Konsumsi Air Bersih (Sub-1566),Ton CO2e / M3 / MWh,80.06
METRIC-1567,Governance,Rasio Gaji Eksekutif (Sub-1567),Skor Indeks / Persentase / Sertifikasi,80.89
METRIC-1568,Social,Rasio Kesetaraan Gender (Sub-1568),Persentase / Jam / Tingkat Kasus,85.19
METRIC-1569,Environmental,Pengelolaan Limbah B3 (Sub-1569),Ton CO2e / M3 / MWh,80.83
METRIC-1570,Environmental,Konsumsi Air Bersih (Sub-1570),Ton CO2e / M3 / MWh,93.5
METRIC-1571,Social,Pelatihan Karyawan (Jam) (Sub-1571),Persentase / Jam / Tingkat Kasus,99.24
METRIC-1572,Social,Rasio Kesetaraan Gender (Sub-1572),Persentase / Jam / Tingkat Kasus,87.54
METRIC-1573,Environmental,Konsumsi Air Bersih (Sub-1573),Ton CO2e / M3 / MWh,83.38
METRIC-1574,Social,Pelatihan Karyawan (Jam) (Sub-1574),Persentase / Jam / Tingkat Kasus,76.68
METRIC-1575,Environmental,Intensitas Karbon (Sub-1575),Ton CO2e / M3 / MWh,89.6
METRIC-1576,Social,Tingkat Kecelakaan Kerja (Sub-1576),Persentase / Jam / Tingkat Kasus,90.57
METRIC-1577,Environmental,Intensitas Karbon (Sub-1577),Ton CO2e / M3 / MWh,90.56
METRIC-1578,Social,Hubungan Komunitas Lokal (Sub-1578),Persentase / Jam / Tingkat Kasus,70.81
METRIC-1579,Social,Turnover Karyawan (Sub-1579),Persentase / Jam / Tingkat Kasus,96.97
METRIC-1580,Governance,Transparansi Pajak (Sub-1580),Skor Indeks / Persentase / Sertifikasi,80.14
METRIC-1581,Governance,Audit Keamanan Siber (Sub-1581),Skor Indeks / Persentase / Sertifikasi,92.32
METRIC-1582,Governance,Independensi Dewan Komisaris (Sub-1582),Skor Indeks / Persentase / Sertifikasi,92.79
METRIC-1583,Social,Tingkat Kecelakaan Kerja (Sub-1583),Persentase / Jam / Tingkat Kasus,89.52
METRIC-1584,Environmental,Efisiensi Energi (Sub-1584),Ton CO2e / M3 / MWh,81.85
METRIC-1585,Social,Turnover Karyawan (Sub-1585),Persentase / Jam / Tingkat Kasus,88.25
METRIC-1586,Governance,Independensi Dewan Komisaris (Sub-1586),Skor Indeks / Persentase / Sertifikasi,71.21
METRIC-1587,Social,Hubungan Komunitas Lokal (Sub-1587),Persentase / Jam / Tingkat Kasus,92.86
METRIC-1588,Governance,Rasio Gaji Eksekutif (Sub-1588),Skor Indeks / Persentase / Sertifikasi,72.99
METRIC-1589,Governance,Audit Keamanan Siber (Sub-1589),Skor Indeks / Persentase / Sertifikasi,81.9
METRIC-1590,Environmental,Pengelolaan Limbah B3 (Sub-1590),Ton CO2e / M3 / MWh,73.11
METRIC-1591,Environmental,Efisiensi Energi (Sub-1591),Ton CO2e / M3 / MWh,95.11
METRIC-1592,Governance,Transparansi Pajak (Sub-1592),Skor Indeks / Persentase / Sertifikasi,86.51
METRIC-1593,Governance,Independensi Dewan Komisaris (Sub-1593),Skor Indeks / Persentase / Sertifikasi,90.73
METRIC-1594,Social,Turnover Karyawan (Sub-1594),Persentase / Jam / Tingkat Kasus,90.48
METRIC-1595,Governance,Rasio Gaji Eksekutif (Sub-1595),Skor Indeks / Persentase / Sertifikasi,95.25
METRIC-1596,Social,Tingkat Kecelakaan Kerja (Sub-1596),Persentase / Jam / Tingkat Kasus,73.98
METRIC-1597,Governance,Sertifikasi Anti-Korupsi (Sub-1597),Skor Indeks / Persentase / Sertifikasi,89.79
METRIC-1598,Environmental,Pengelolaan Limbah B3 (Sub-1598),Ton CO2e / M3 / MWh,87.25
METRIC-1599,Environmental,Pengelolaan Limbah B3 (Sub-1599),Ton CO2e / M3 / MWh,70.93
METRIC-1600,Governance,Independensi Dewan Komisaris (Sub-1600),Skor Indeks / Persentase / Sertifikasi,76.04
METRIC-1601,Social,Pelatihan Karyawan (Jam) (Sub-1601),Persentase / Jam / Tingkat Kasus,78.03
METRIC-1602,Social,Pelatihan Karyawan (Jam) (Sub-1602),Persentase / Jam / Tingkat Kasus,72.18
METRIC-1603,Social,Turnover Karyawan (Sub-1603),Persentase / Jam / Tingkat Kasus,80.64
METRIC-1604,Governance,Independensi Dewan Komisaris (Sub-1604),Skor Indeks / Persentase / Sertifikasi,70.82
METRIC-1605,Governance,Audit Keamanan Siber (Sub-1605),Skor Indeks / Persentase / Sertifikasi,86.6
METRIC-1606,Environmental,Emisi GRK Scope 1 (Sub-1606),Ton CO2e / M3 / MWh,76.35
METRIC-1607,Environmental,Efisiensi Energi (Sub-1607),Ton CO2e / M3 / MWh,78.61
METRIC-1608,Governance,Independensi Dewan Komisaris (Sub-1608),Skor Indeks / Persentase / Sertifikasi,97.31
METRIC-1609,Environmental,Emisi GRK Scope 1 (Sub-1609),Ton CO2e / M3 / MWh,85.08
METRIC-1610,Social,Rasio Kesetaraan Gender (Sub-1610),Persentase / Jam / Tingkat Kasus,78.07
METRIC-1611,Social,Tingkat Kecelakaan Kerja (Sub-1611),Persentase / Jam / Tingkat Kasus,87.95
METRIC-1612,Governance,Transparansi Pajak (Sub-1612),Skor Indeks / Persentase / Sertifikasi,76.05
METRIC-1613,Social,Pelatihan Karyawan (Jam) (Sub-1613),Persentase / Jam / Tingkat Kasus,72.23
METRIC-1614,Governance,Independensi Dewan Komisaris (Sub-1614),Skor Indeks / Persentase / Sertifikasi,70.63
METRIC-1615,Social,Pelatihan Karyawan (Jam) (Sub-1615),Persentase / Jam / Tingkat Kasus,98.55
METRIC-1616,Governance,Transparansi Pajak (Sub-1616),Skor Indeks / Persentase / Sertifikasi,91.74
METRIC-1617,Social,Rasio Kesetaraan Gender (Sub-1617),Persentase / Jam / Tingkat Kasus,94.0
METRIC-1618,Social,Turnover Karyawan (Sub-1618),Persentase / Jam / Tingkat Kasus,99.43
METRIC-1619,Environmental,Konsumsi Air Bersih (Sub-1619),Ton CO2e / M3 / MWh,97.95
METRIC-1620,Environmental,Konsumsi Air Bersih (Sub-1620),Ton CO2e / M3 / MWh,92.11
METRIC-1621,Environmental,Konsumsi Air Bersih (Sub-1621),Ton CO2e / M3 / MWh,90.82
METRIC-1622,Environmental,Emisi GRK Scope 1 (Sub-1622),Ton CO2e / M3 / MWh,80.11
METRIC-1623,Environmental,Pengelolaan Limbah B3 (Sub-1623),Ton CO2e / M3 / MWh,73.12
METRIC-1624,Environmental,Intensitas Karbon (Sub-1624),Ton CO2e / M3 / MWh,87.21
METRIC-1625,Governance,Audit Keamanan Siber (Sub-1625),Skor Indeks / Persentase / Sertifikasi,87.29
METRIC-1626,Governance,Sertifikasi Anti-Korupsi (Sub-1626),Skor Indeks / Persentase / Sertifikasi,98.57
METRIC-1627,Environmental,Emisi GRK Scope 1 (Sub-1627),Ton CO2e / M3 / MWh,83.28
METRIC-1628,Governance,Transparansi Pajak (Sub-1628),Skor Indeks / Persentase / Sertifikasi,90.72
METRIC-1629,Environmental,Pengelolaan Limbah B3 (Sub-1629),Ton CO2e / M3 / MWh,87.25
METRIC-1630,Governance,Independensi Dewan Komisaris (Sub-1630),Skor Indeks / Persentase / Sertifikasi,75.3
METRIC-1631,Social,Rasio Kesetaraan Gender (Sub-1631),Persentase / Jam / Tingkat Kasus,87.76
METRIC-1632,Governance,Rasio Gaji Eksekutif (Sub-1632),Skor Indeks / Persentase / Sertifikasi,86.2
METRIC-1633,Governance,Transparansi Pajak (Sub-1633),Skor Indeks / Persentase / Sertifikasi,84.82
METRIC-1634,Governance,Independensi Dewan Komisaris (Sub-1634),Skor Indeks / Persentase / Sertifikasi,85.4
METRIC-1635,Social,Turnover Karyawan (Sub-1635),Persentase / Jam / Tingkat Kasus,74.92
METRIC-1636,Environmental,Intensitas Karbon (Sub-1636),Ton CO2e / M3 / MWh,83.9
METRIC-1637,Governance,Rasio Gaji Eksekutif (Sub-1637),Skor Indeks / Persentase / Sertifikasi,88.17
METRIC-1638,Governance,Transparansi Pajak (Sub-1638),Skor Indeks / Persentase / Sertifikasi,84.68
METRIC-1639,Social,Hubungan Komunitas Lokal (Sub-1639),Persentase / Jam / Tingkat Kasus,84.66
METRIC-1640,Environmental,Emisi GRK Scope 1 (Sub-1640),Ton CO2e / M3 / MWh,72.33
METRIC-1641,Governance,Audit Keamanan Siber (Sub-1641),Skor Indeks / Persentase / Sertifikasi,75.72
METRIC-1642,Social,Pelatihan Karyawan (Jam) (Sub-1642),Persentase / Jam / Tingkat Kasus,79.63
METRIC-1643,Environmental,Pengelolaan Limbah B3 (Sub-1643),Ton CO2e / M3 / MWh,82.58
METRIC-1644,Environmental,Efisiensi Energi (Sub-1644),Ton CO2e / M3 / MWh,87.82
METRIC-1645,Governance,Sertifikasi Anti-Korupsi (Sub-1645),Skor Indeks / Persentase / Sertifikasi,95.9
METRIC-1646,Governance,Audit Keamanan Siber (Sub-1646),Skor Indeks / Persentase / Sertifikasi,74.77
METRIC-1647,Governance,Rasio Gaji Eksekutif (Sub-1647),Skor Indeks / Persentase / Sertifikasi,70.45
METRIC-1648,Governance,Sertifikasi Anti-Korupsi (Sub-1648),Skor Indeks / Persentase / Sertifikasi,83.48
METRIC-1649,Social,Rasio Kesetaraan Gender (Sub-1649),Persentase / Jam / Tingkat Kasus,82.96
METRIC-1650,Social,Tingkat Kecelakaan Kerja (Sub-1650),Persentase / Jam / Tingkat Kasus,86.56
METRIC-1651,Governance,Transparansi Pajak (Sub-1651),Skor Indeks / Persentase / Sertifikasi,95.0
METRIC-1652,Environmental,Intensitas Karbon (Sub-1652),Ton CO2e / M3 / MWh,94.07
METRIC-1653,Governance,Rasio Gaji Eksekutif (Sub-1653),Skor Indeks / Persentase / Sertifikasi,73.0
METRIC-1654,Environmental,Pengelolaan Limbah B3 (Sub-1654),Ton CO2e / M3 / MWh,98.02
METRIC-1655,Environmental,Konsumsi Air Bersih (Sub-1655),Ton CO2e / M3 / MWh,73.31
METRIC-1656,Environmental,Emisi GRK Scope 1 (Sub-1656),Ton CO2e / M3 / MWh,89.04
METRIC-1657,Social,Tingkat Kecelakaan Kerja (Sub-1657),Persentase / Jam / Tingkat Kasus,90.17
METRIC-1658,Environmental,Konsumsi Air Bersih (Sub-1658),Ton CO2e / M3 / MWh,90.4
METRIC-1659,Environmental,Pengelolaan Limbah B3 (Sub-1659),Ton CO2e / M3 / MWh,77.96
METRIC-1660,Social,Pelatihan Karyawan (Jam) (Sub-1660),Persentase / Jam / Tingkat Kasus,79.91
METRIC-1661,Environmental,Emisi GRK Scope 1 (Sub-1661),Ton CO2e / M3 / MWh,86.46
METRIC-1662,Environmental,Pengelolaan Limbah B3 (Sub-1662),Ton CO2e / M3 / MWh,75.99
METRIC-1663,Governance,Transparansi Pajak (Sub-1663),Skor Indeks / Persentase / Sertifikasi,70.61
METRIC-1664,Environmental,Efisiensi Energi (Sub-1664),Ton CO2e / M3 / MWh,86.86
METRIC-1665,Environmental,Emisi GRK Scope 1 (Sub-1665),Ton CO2e / M3 / MWh,83.96
METRIC-1666,Environmental,Intensitas Karbon (Sub-1666),Ton CO2e / M3 / MWh,89.7
METRIC-1667,Environmental,Emisi GRK Scope 1 (Sub-1667),Ton CO2e / M3 / MWh,74.4
METRIC-1668,Environmental,Emisi GRK Scope 1 (Sub-1668),Ton CO2e / M3 / MWh,95.23
METRIC-1669,Social,Tingkat Kecelakaan Kerja (Sub-1669),Persentase / Jam / Tingkat Kasus,74.39
METRIC-1670,Environmental,Konsumsi Air Bersih (Sub-1670),Ton CO2e / M3 / MWh,96.74
METRIC-1671,Environmental,Intensitas Karbon (Sub-1671),Ton CO2e / M3 / MWh,83.49
METRIC-1672,Social,Turnover Karyawan (Sub-1672),Persentase / Jam / Tingkat Kasus,86.49
METRIC-1673,Social,Turnover Karyawan (Sub-1673),Persentase / Jam / Tingkat Kasus,96.9
METRIC-1674,Environmental,Pengelolaan Limbah B3 (Sub-1674),Ton CO2e / M3 / MWh,79.0
METRIC-1675,Environmental,Pengelolaan Limbah B3 (Sub-1675),Ton CO2e / M3 / MWh,75.45
METRIC-1676,Environmental,Konsumsi Air Bersih (Sub-1676),Ton CO2e / M3 / MWh,83.37
METRIC-1677,Governance,Transparansi Pajak (Sub-1677),Skor Indeks / Persentase / Sertifikasi,77.33
METRIC-1678,Governance,Audit Keamanan Siber (Sub-1678),Skor Indeks / Persentase / Sertifikasi,85.84
METRIC-1679,Environmental,Pengelolaan Limbah B3 (Sub-1679),Ton CO2e / M3 / MWh,78.26
METRIC-1680,Social,Pelatihan Karyawan (Jam) (Sub-1680),Persentase / Jam / Tingkat Kasus,95.93
METRIC-1681,Environmental,Pengelolaan Limbah B3 (Sub-1681),Ton CO2e / M3 / MWh,88.22
METRIC-1682,Social,Tingkat Kecelakaan Kerja (Sub-1682),Persentase / Jam / Tingkat Kasus,70.01
METRIC-1683,Social,Hubungan Komunitas Lokal (Sub-1683),Persentase / Jam / Tingkat Kasus,94.16
METRIC-1684,Social,Tingkat Kecelakaan Kerja (Sub-1684),Persentase / Jam / Tingkat Kasus,79.91
METRIC-1685,Environmental,Intensitas Karbon (Sub-1685),Ton CO2e / M3 / MWh,79.61
METRIC-1686,Environmental,Intensitas Karbon (Sub-1686),Ton CO2e / M3 / MWh,81.49
METRIC-1687,Social,Turnover Karyawan (Sub-1687),Persentase / Jam / Tingkat Kasus,88.91
METRIC-1688,Governance,Sertifikasi Anti-Korupsi (Sub-1688),Skor Indeks / Persentase / Sertifikasi,83.26
METRIC-1689,Governance,Sertifikasi Anti-Korupsi (Sub-1689),Skor Indeks / Persentase / Sertifikasi,88.86
METRIC-1690,Governance,Transparansi Pajak (Sub-1690),Skor Indeks / Persentase / Sertifikasi,74.4
METRIC-1691,Social,Rasio Kesetaraan Gender (Sub-1691),Persentase / Jam / Tingkat Kasus,99.1
METRIC-1692,Environmental,Efisiensi Energi (Sub-1692),Ton CO2e / M3 / MWh,91.89
METRIC-1693,Social,Tingkat Kecelakaan Kerja (Sub-1693),Persentase / Jam / Tingkat Kasus,77.51
METRIC-1694,Governance,Rasio Gaji Eksekutif (Sub-1694),Skor Indeks / Persentase / Sertifikasi,91.73
METRIC-1695,Environmental,Intensitas Karbon (Sub-1695),Ton CO2e / M3 / MWh,87.25
METRIC-1696,Social,Turnover Karyawan (Sub-1696),Persentase / Jam / Tingkat Kasus,73.28
METRIC-1697,Social,Turnover Karyawan (Sub-1697),Persentase / Jam / Tingkat Kasus,75.35
METRIC-1698,Governance,Transparansi Pajak (Sub-1698),Skor Indeks / Persentase / Sertifikasi,71.24
METRIC-1699,Social,Turnover Karyawan (Sub-1699),Persentase / Jam / Tingkat Kasus,94.28
METRIC-1700,Environmental,Efisiensi Energi (Sub-1700),Ton CO2e / M3 / MWh,86.55
METRIC-1701,Governance,Rasio Gaji Eksekutif (Sub-1701),Skor Indeks / Persentase / Sertifikasi,79.5
METRIC-1702,Governance,Audit Keamanan Siber (Sub-1702),Skor Indeks / Persentase / Sertifikasi,73.79
METRIC-1703,Environmental,Konsumsi Air Bersih (Sub-1703),Ton CO2e / M3 / MWh,84.52
METRIC-1704,Governance,Rasio Gaji Eksekutif (Sub-1704),Skor Indeks / Persentase / Sertifikasi,85.76
METRIC-1705,Social,Turnover Karyawan (Sub-1705),Persentase / Jam / Tingkat Kasus,91.06
METRIC-1706,Social,Rasio Kesetaraan Gender (Sub-1706),Persentase / Jam / Tingkat Kasus,99.1
METRIC-1707,Governance,Audit Keamanan Siber (Sub-1707),Skor Indeks / Persentase / Sertifikasi,83.05
METRIC-1708,Environmental,Efisiensi Energi (Sub-1708),Ton CO2e / M3 / MWh,82.18
METRIC-1709,Social,Hubungan Komunitas Lokal (Sub-1709),Persentase / Jam / Tingkat Kasus,81.1
METRIC-1710,Environmental,Efisiensi Energi (Sub-1710),Ton CO2e / M3 / MWh,94.81
METRIC-1711,Social,Rasio Kesetaraan Gender (Sub-1711),Persentase / Jam / Tingkat Kasus,74.69
METRIC-1712,Social,Rasio Kesetaraan Gender (Sub-1712),Persentase / Jam / Tingkat Kasus,80.31
METRIC-1713,Governance,Sertifikasi Anti-Korupsi (Sub-1713),Skor Indeks / Persentase / Sertifikasi,91.75
METRIC-1714,Governance,Rasio Gaji Eksekutif (Sub-1714),Skor Indeks / Persentase / Sertifikasi,70.47
METRIC-1715,Environmental,Emisi GRK Scope 1 (Sub-1715),Ton CO2e / M3 / MWh,78.68
METRIC-1716,Governance,Independensi Dewan Komisaris (Sub-1716),Skor Indeks / Persentase / Sertifikasi,89.24
METRIC-1717,Social,Turnover Karyawan (Sub-1717),Persentase / Jam / Tingkat Kasus,75.58
METRIC-1718,Social,Tingkat Kecelakaan Kerja (Sub-1718),Persentase / Jam / Tingkat Kasus,79.08
METRIC-1719,Environmental,Emisi GRK Scope 1 (Sub-1719),Ton CO2e / M3 / MWh,84.58
METRIC-1720,Environmental,Pengelolaan Limbah B3 (Sub-1720),Ton CO2e / M3 / MWh,82.66
METRIC-1721,Social,Hubungan Komunitas Lokal (Sub-1721),Persentase / Jam / Tingkat Kasus,73.18
METRIC-1722,Governance,Audit Keamanan Siber (Sub-1722),Skor Indeks / Persentase / Sertifikasi,98.15
METRIC-1723,Governance,Rasio Gaji Eksekutif (Sub-1723),Skor Indeks / Persentase / Sertifikasi,71.33
METRIC-1724,Environmental,Intensitas Karbon (Sub-1724),Ton CO2e / M3 / MWh,92.49
METRIC-1725,Environmental,Emisi GRK Scope 1 (Sub-1725),Ton CO2e / M3 / MWh,72.14
METRIC-1726,Social,Rasio Kesetaraan Gender (Sub-1726),Persentase / Jam / Tingkat Kasus,84.02
METRIC-1727,Social,Rasio Kesetaraan Gender (Sub-1727),Persentase / Jam / Tingkat Kasus,75.26
METRIC-1728,Environmental,Emisi GRK Scope 1 (Sub-1728),Ton CO2e / M3 / MWh,74.23
METRIC-1729,Social,Tingkat Kecelakaan Kerja (Sub-1729),Persentase / Jam / Tingkat Kasus,73.78
METRIC-1730,Environmental,Konsumsi Air Bersih (Sub-1730),Ton CO2e / M3 / MWh,83.58
METRIC-1731,Environmental,Emisi GRK Scope 1 (Sub-1731),Ton CO2e / M3 / MWh,85.46
METRIC-1732,Governance,Rasio Gaji Eksekutif (Sub-1732),Skor Indeks / Persentase / Sertifikasi,74.0
METRIC-1733,Environmental,Intensitas Karbon (Sub-1733),Ton CO2e / M3 / MWh,99.38
METRIC-1734,Social,Pelatihan Karyawan (Jam) (Sub-1734),Persentase / Jam / Tingkat Kasus,77.73
METRIC-1735,Governance,Audit Keamanan Siber (Sub-1735),Skor Indeks / Persentase / Sertifikasi,83.77
METRIC-1736,Governance,Sertifikasi Anti-Korupsi (Sub-1736),Skor Indeks / Persentase / Sertifikasi,76.49
METRIC-1737,Social,Pelatihan Karyawan (Jam) (Sub-1737),Persentase / Jam / Tingkat Kasus,84.82
METRIC-1738,Social,Rasio Kesetaraan Gender (Sub-1738),Persentase / Jam / Tingkat Kasus,92.68
METRIC-1739,Social,Pelatihan Karyawan (Jam) (Sub-1739),Persentase / Jam / Tingkat Kasus,85.63
METRIC-1740,Environmental,Emisi GRK Scope 1 (Sub-1740),Ton CO2e / M3 / MWh,78.57
METRIC-1741,Governance,Transparansi Pajak (Sub-1741),Skor Indeks / Persentase / Sertifikasi,77.45
METRIC-1742,Environmental,Pengelolaan Limbah B3 (Sub-1742),Ton CO2e / M3 / MWh,92.77
METRIC-1743,Environmental,Efisiensi Energi (Sub-1743),Ton CO2e / M3 / MWh,73.55
METRIC-1744,Environmental,Pengelolaan Limbah B3 (Sub-1744),Ton CO2e / M3 / MWh,81.1
METRIC-1745,Environmental,Emisi GRK Scope 1 (Sub-1745),Ton CO2e / M3 / MWh,74.54
METRIC-1746,Governance,Sertifikasi Anti-Korupsi (Sub-1746),Skor Indeks / Persentase / Sertifikasi,77.74
METRIC-1747,Governance,Audit Keamanan Siber (Sub-1747),Skor Indeks / Persentase / Sertifikasi,74.58
METRIC-1748,Environmental,Konsumsi Air Bersih (Sub-1748),Ton CO2e / M3 / MWh,96.6
METRIC-1749,Social,Tingkat Kecelakaan Kerja (Sub-1749),Persentase / Jam / Tingkat Kasus,91.96
METRIC-1750,Governance,Sertifikasi Anti-Korupsi (Sub-1750),Skor Indeks / Persentase / Sertifikasi,86.83
METRIC-1751,Environmental,Konsumsi Air Bersih (Sub-1751),Ton CO2e / M3 / MWh,76.73
METRIC-1752,Social,Turnover Karyawan (Sub-1752),Persentase / Jam / Tingkat Kasus,85.31
METRIC-1753,Social,Hubungan Komunitas Lokal (Sub-1753),Persentase / Jam / Tingkat Kasus,85.62
METRIC-1754,Environmental,Intensitas Karbon (Sub-1754),Ton CO2e / M3 / MWh,87.71
METRIC-1755,Governance,Transparansi Pajak (Sub-1755),Skor Indeks / Persentase / Sertifikasi,71.8
METRIC-1756,Social,Hubungan Komunitas Lokal (Sub-1756),Persentase / Jam / Tingkat Kasus,99.19
METRIC-1757,Governance,Audit Keamanan Siber (Sub-1757),Skor Indeks / Persentase / Sertifikasi,83.96
METRIC-1758,Governance,Independensi Dewan Komisaris (Sub-1758),Skor Indeks / Persentase / Sertifikasi,97.8
METRIC-1759,Social,Rasio Kesetaraan Gender (Sub-1759),Persentase / Jam / Tingkat Kasus,70.29
METRIC-1760,Environmental,Pengelolaan Limbah B3 (Sub-1760),Ton CO2e / M3 / MWh,77.43
METRIC-1761,Social,Hubungan Komunitas Lokal (Sub-1761),Persentase / Jam / Tingkat Kasus,73.12
METRIC-1762,Social,Hubungan Komunitas Lokal (Sub-1762),Persentase / Jam / Tingkat Kasus,93.09
METRIC-1763,Governance,Independensi Dewan Komisaris (Sub-1763),Skor Indeks / Persentase / Sertifikasi,79.6
